Loc+, Acap, Aexp, Arch, Cplx, Data, Docu, Flex, Ltex, Pcap, Pcon, Plex, Pmat, Prec, Pvol, Rely, Ruse, Sced, Site, Stor, Team, Time, Tool, Risk-, Effort-
1664,4,5,5,2,4,1,6,4,5,1,2,2,4,5,2,4,5,5,3,4,4,2,0,9272
245,2,5,1,2,4,2,2,2,5,3,3,6,6,4,4,5,1,5,6,2,3,2,11,3150
1847,2,2,4,2,4,2,5,3,4,2,3,2,2,3,4,2,4,5,4,4,5,5,2,25890
8,5,5,4,6,4,5,1,4,4,2,2,6,2,5,2,5,2,3,5,1,5,2,8,122
1971,1,1,4,3,2,4,2,4,3,3,5,4,3,2,4,4,2,4,4,3,5,3,10,58053
292,1,3,1,6,2,4,4,3,2,4,1,3,5,4,4,6,2,2,5,5,4,2,24,28598
787,5,2,1,3,3,3,5,3,3,5,2,5,5,4,5,4,1,2,5,3,6,2,14,31469
1992,3,5,6,2,2,2,4,4,2,1,5,5,3,2,3,4,3,3,4,4,5,4,1,7562
385,1,4,4,5,4,2,5,2,3,4,2,2,1,5,5,3,3,2,3,4,4,4,12,15425
1452,4,4,5,4,3,3,3,2,5,3,1,4,5,3,1,3,4,4,5,4,4,3,0,10715
158,5,2,4,3,3,1,2,2,4,4,5,4,2,4,3,2,3,1,4,3,6,5,0,1087
1410,2,2,3,1,3,3,1,5,4,5,2,4,5,4,5,5,3,4,5,4,5,5,4,16930
1142,2,4,4,2,4,2,3,3,1,4,4,3,2,2,2,5,1,4,5,2,6,2,22,22886
1911,4,3,3,4,5,5,2,4,4,4,4,4,6,3,3,5,3,3,4,5,5,4,0,43704
1867,4,2,4,2,4,4,5,2,1,4,5,2,5,4,2,3,5,4,4,2,3,3,2,14260
702,4,1,4,2,3,2,5,2,1,1,4,5,2,3,4,4,4,2,6,6,3,4,10,15356
1097,3,3,1,3,3,4,5,2,3,2,3,5,6,3,4,5,3,3,3,3,6,4,3,37125
190,1,5,2,2,3,2,3,5,2,5,4,1,4,4,3,4,2,3,6,2,6,5,20,2792
1157,2,2,5,4,2,5,5,4,2,3,5,2,6,3,3,6,2,4,5,5,5,3,9,21698
166,4,3,5,4,2,4,3,4,2,5,1,3,5,4,2,4,4,4,3,4,5,4,1,1331
344,5,5,2,2,3,2,5,2,2,2,5,2,4,5,2,5,2,4,4,6,4,3,3,3593
1456,2,2,4,4,3,5,2,3,2,4,5,4,5,3,2,5,5,1,5,2,5,2,5,49839
1597,2,2,4,4,5,2,2,5,2,4,3,6,6,4,4,3,4,4,6,1,4,3,8,24788
1823,4,3,3,3,2,2,5,5,3,4,5,6,1,3,1,3,2,2,5,5,5,3,1,7895
1934,4,3,1,4,2,3,5,4,4,3,5,5,4,4,3,5,3,3,3,4,5,2,0,17752
419,4,2,6,4,2,4,4,2,1,1,5,1,4,5,1,3,2,3,6,5,3,5,11,4545
604,2,3,2,6,5,4,5,1,4,3,3,3,5,4,4,3,5,2,6,5,4,1,9,30516
1705,3,4,5,1,2,4,4,1,2,2,4,5,6,2,4,3,3,2,5,3,4,4,4,17272
1880,2,4,5,4,4,5,6,5,1,2,3,3,4,3,3,5,2,1,4,3,4,2,7,73407
400,3,2,2,1,4,2,5,4,2,4,3,4,1,4,3,4,5,2,5,2,3,2,0,7842
280,2,4,5,5,3,2,3,2,5,3,4,6,4,4,3,3,5,3,4,4,6,2,4,3537
1352,3,5,5,5,4,4,5,4,2,4,2,5,5,3,4,5,2,2,6,3,4,4,8,36230
1917,4,1,5,4,3,4,4,1,3,5,2,2,2,3,3,4,2,4,4,4,6,5,9,52526
835,1,1,2,2,3,1,6,3,3,5,2,1,2,2,3,5,2,3,5,2,4,2,16,29076
619,4,4,5,2,3,4,5,3,5,5,2,3,2,3,2,4,3,2,6,2,6,4,0,5158
1287,4,2,2,2,4,5,3,3,4,3,4,4,3,2,5,3,4,3,5,4,4,4,0,21634
1454,3,5,3,2,3,2,5,3,2,1,4,6,3,3,3,3,3,4,4,5,4,3,1,12617
1764,5,3,3,2,2,5,4,3,5,3,1,3,5,2,4,3,4,2,6,1,5,5,0,14047
104,1,4,4,5,4,3,1,4,4,2,4,4,3,5,1,2,3,2,4,6,6,4,8,1847
1230,4,3,5,3,4,5,4,1,2,5,5,2,3,3,2,4,3,3,4,4,4,2,2,23821
531,3,2,6,3,4,3,5,2,1,5,3,2,5,2,2,3,5,1,5,5,4,4,4,4654
1499,4,2,1,5,3,4,3,3,5,1,1,3,2,3,3,3,4,1,5,4,5,3,0,100352
559,2,2,2,1,4,4,3,2,4,4,3,5,4,3,4,5,3,4,4,4,5,4,3,12645
1942,2,3,5,1,3,4,4,5,3,1,1,2,2,2,1,5,1,1,6,1,5,2,18,110683
804,2,3,6,6,3,3,6,2,2,3,2,2,5,4,5,3,1,3,5,2,5,3,32,35099
285,2,5,4,2,2,4,2,2,3,2,3,2,3,3,3,5,5,2,3,3,5,1,4,6438
331,4,2,2,5,5,1,6,5,5,5,2,4,5,4,4,3,4,1,5,6,5,3,0,2626
343,4,4,5,6,5,1,2,5,3,4,4,5,3,3,2,4,1,4,4,4,3,3,6,3109
1146,5,3,5,2,3,3,6,5,1,2,4,2,2,5,5,2,4,3,4,4,4,4,7,10177
1596,2,5,2,1,3,3,3,4,5,2,2,2,1,4,4,5,3,5,4,2,5,3,2,41319
1927,3,4,5,2,3,2,2,2,3,4,2,2,3,2,3,5,5,3,4,4,6,3,2,29151
775,3,3,1,3,5,4,5,4,4,4,4,1,2,2,2,3,5,4,4,3,5,4,0,10406
1479,2,3,6,1,3,4,1,2,1,4,3,2,1,5,3,3,2,5,6,5,4,1,17,61407
874,4,5,2,5,4,2,3,1,2,1,3,2,5,3,2,4,1,1,3,3,3,3,11,36800
683,2,2,5,2,5,5,3,1,4,4,4,2,3,2,1,2,5,4,5,3,5,4,1,7409
674,2,4,1,4,4,4,5,3,1,4,3,5,3,3,5,5,2,4,5,3,3,2,16,41881
610,1,5,3,3,2,4,6,4,4,3,2,2,6,3,1,6,3,2,6,3,4,5,6,5570
58,2,5,1,3,5,1,4,3,1,2,5,5,3,4,5,5,5,2,4,1,5,4,12,780
819,2,4,6,1,4,1,1,3,1,4,3,3,5,5,3,4,2,2,4,2,3,3,6,18406
993,3,4,3,2,2,1,5,4,1,4,1,1,5,4,4,6,3,4,4,6,4,1,12,18281
174,3,3,4,1,4,2,3,3,2,2,3,2,4,4,4,4,2,5,4,4,5,4,4,2261
1299,5,2,2,4,4,2,2,2,2,3,3,1,1,3,3,3,2,2,4,3,5,4,6,84034
597,2,3,2,6,2,3,6,2,4,1,3,5,1,2,4,3,3,2,6,4,5,5,6,22469
276,3,4,5,2,4,2,4,2,2,3,4,4,3,2,2,5,3,5,5,4,4,4,2,2649
1214,4,4,4,6,5,1,3,4,4,3,1,5,4,2,2,6,3,1,4,2,6,3,4,37858
505,4,4,4,5,4,3,5,2,4,4,3,3,3,2,1,4,2,1,4,2,3,4,1,5911
1298,4,3,5,1,5,2,5,2,2,2,3,1,2,3,3,3,4,2,4,3,4,2,2,24850
639,1,5,5,4,5,2,3,4,5,2,1,6,6,5,3,4,4,3,4,3,3,3,4,8270
1668,4,4,3,4,4,2,5,2,3,3,4,2,3,3,4,4,4,4,4,2,5,3,0,35102
252,2,4,3,3,3,5,1,1,2,3,4,1,2,3,4,3,3,3,5,3,5,2,11,18623
1800,4,4,1,2,3,4,2,3,5,2,2,3,6,4,3,4,2,4,6,1,5,2,2,80487
1379,2,2,3,2,2,4,3,3,2,2,4,4,3,4,5,4,2,4,4,3,6,4,12,70019
1253,4,2,2,4,4,3,2,4,5,1,1,5,3,4,3,5,3,2,4,3,6,3,3,78389
318,2,3,4,3,4,2,3,5,2,4,2,1,4,3,2,2,3,3,5,4,6,2,9,4445
68,2,1,2,1,4,3,4,4,4,2,2,5,2,3,3,5,1,4,4,5,6,4,14,1871
644,4,5,5,1,4,5,2,5,5,1,3,6,6,2,2,2,3,4,5,6,6,4,0,2418
1455,2,4,2,2,5,3,2,2,2,2,2,6,4,3,5,5,3,5,4,1,5,1,12,87875
272,5,4,5,2,3,2,4,3,2,2,5,2,5,2,5,3,4,3,4,2,3,3,3,1214
1295,1,1,1,5,3,4,2,2,2,2,2,3,4,3,5,3,3,3,4,2,5,3,16,217842
96,4,1,1,2,3,4,2,4,4,3,4,3,5,4,2,5,1,2,5,5,4,3,7,1863
1651,2,2,4,3,4,4,6,4,1,2,2,4,5,4,1,3,1,2,5,3,4,4,15,38852
521,5,5,2,5,4,1,4,2,3,4,5,4,2,4,2,3,2,3,4,5,4,3,0,5379
1255,3,2,4,5,3,4,6,3,2,1,1,3,3,2,4,5,2,2,4,4,5,5,9,57849
1713,2,2,2,1,2,5,5,5,3,5,3,5,2,4,4,2,5,3,5,4,5,2,2,22346
1307,2,2,3,5,3,2,4,4,5,2,2,3,6,5,3,5,2,1,4,4,4,2,8,37137
1116,3,2,4,3,4,4,5,2,3,4,2,5,3,5,4,3,2,3,3,5,4,1,4,36607
1234,3,4,4,5,5,2,5,2,3,4,2,5,1,3,4,6,5,2,6,3,3,4,3,44125
543,3,3,2,1,3,5,4,4,3,3,5,2,2,5,4,2,1,2,4,3,4,4,8,7022
1089,2,2,2,3,2,4,2,3,4,3,5,1,4,4,3,6,5,4,6,4,5,3,7,40327
1925,1,2,5,3,4,3,5,2,2,2,4,2,1,4,3,3,2,1,6,1,5,5,19,169294
1536,3,2,2,5,3,3,5,3,3,2,3,2,2,2,2,4,2,1,5,1,5,2,7,138882
1789,3,2,6,4,3,2,1,2,4,5,3,5,2,3,2,3,1,5,4,6,6,5,10,16315
208,3,3,3,4,3,3,2,2,3,2,3,6,2,3,4,3,3,3,5,4,5,5,0,4323
846,4,3,3,1,2,5,4,1,3,3,5,3,1,2,1,2,3,4,3,4,4,3,0,4577
921,4,2,6,5,2,3,2,1,2,3,1,5,5,3,1,4,4,3,5,4,4,4,5,18375
774,3,4,5,1,3,1,5,1,2,5,2,2,5,2,2,3,4,2,4,3,5,2,2,5019
902,1,3,5,2,4,4,4,2,4,2,2,3,2,4,1,2,5,1,4,4,5,3,2,19017
464,3,3,3,5,4,3,4,2,3,5,1,4,1,4,1,3,3,3,4,5,5,2,2,13482
551,1,2,2,5,3,2,3,5,3,2,4,2,4,3,2,5,4,3,4,4,4,3,5,12618
1332,4,4,3,5,2,2,3,1,4,5,4,5,4,3,5,2,3,5,5,4,5,3,0,10801
148,3,1,3,4,3,3,6,5,3,2,4,2,3,4,2,5,2,1,3,5,4,2,3,4080
117,2,2,2,1,2,2,1,3,2,3,3,4,4,3,2,5,3,3,6,6,6,4,9,1661
1709,1,5,2,5,3,2,2,4,3,2,4,2,3,3,4,2,2,3,3,1,5,2,13,81963
1641,3,1,2,5,4,2,2,2,1,1,2,3,4,5,4,2,3,4,4,6,5,4,11,157217
1377,4,2,3,5,4,3,2,1,3,3,2,2,5,4,4,4,2,1,4,2,4,3,7,106152
1709,4,2,3,3,4,1,4,3,3,3,2,1,2,3,4,5,2,4,6,1,3,3,8,77250
1281,3,4,4,2,3,3,3,5,4,3,5,3,2,2,3,5,3,3,6,3,4,4,0,14621
284,3,3,5,3,4,2,6,4,2,5,5,2,4,2,2,6,5,3,4,2,5,5,1,1354
871,3,2,1,6,3,5,5,5,3,1,5,3,5,5,3,5,1,2,4,4,5,5,13,28996
1779,5,2,5,2,4,4,2,2,1,3,1,5,2,4,2,2,2,4,4,4,3,1,12,42818
1426,5,4,1,6,3,5,2,3,4,3,3,5,2,3,1,4,3,3,4,4,6,2,4,41660
467,3,2,3,1,4,2,4,3,2,1,2,3,2,4,2,5,2,4,4,1,4,1,7,24301
252,2,2,5,4,3,3,3,4,2,4,3,2,3,3,5,6,5,3,5,5,3,1,12,10351
342,3,2,2,1,4,2,5,2,5,5,4,4,2,4,3,3,1,1,3,2,6,3,11,7020
608,3,3,5,6,4,4,4,3,3,4,5,5,5,2,4,2,2,1,4,2,4,2,6,10030
1745,3,3,5,3,4,4,3,5,3,1,2,4,4,3,4,5,4,5,4,4,5,4,0,52106
140,4,5,2,4,3,1,3,3,4,4,3,4,2,3,3,2,1,5,4,5,5,5,3,869
100,4,1,1,6,3,2,3,2,3,3,1,4,3,4,3,4,4,2,4,5,4,3,3,3215
94,4,4,6,5,4,2,6,3,2,1,1,6,6,4,3,4,3,1,4,4,4,2,5,1477
331,2,3,5,3,4,4,3,2,4,1,1,5,5,2,2,3,3,4,3,6,5,3,1,3792
1347,4,3,2,3,3,3,1,3,2,3,2,1,6,5,5,4,1,2,4,4,6,3,22,145217
120,5,3,1,3,2,3,4,2,2,4,4,5,4,4,5,3,3,4,4,3,6,1,9,2244
31,1,3,6,6,2,1,2,3,4,2,2,4,3,3,4,4,2,1,6,2,4,2,18,1207
1569,2,5,3,5,5,3,1,4,2,5,3,5,2,4,3,5,5,1,5,4,5,2,7,67729
558,2,4,4,3,2,1,4,5,3,4,4,4,5,4,1,3,1,5,5,4,5,2,8,2606
1855,2,4,6,3,4,1,6,2,1,2,5,4,4,5,2,4,4,5,4,3,4,3,4,17496
1335,5,3,4,4,5,4,3,3,4,3,5,4,3,4,3,5,5,1,5,5,4,5,0,23312
907,1,2,4,5,5,3,5,5,1,5,4,2,1,3,2,3,2,2,4,4,5,3,16,22283
1783,3,5,3,5,4,4,2,4,1,2,4,1,6,5,4,6,1,3,3,6,4,2,22,108773
980,4,4,4,2,4,3,2,2,5,4,5,2,6,3,4,4,3,3,3,5,4,5,0,5178
733,3,3,6,3,4,2,1,5,1,1,5,5,6,5,2,2,1,2,4,3,5,3,13,9565
847,2,2,2,2,3,1,3,3,1,3,2,3,4,3,4,2,1,2,4,1,5,3,23,35091
147,4,1,1,2,5,5,5,4,4,2,3,3,4,4,4,2,5,3,5,2,6,2,1,3804
1230,4,3,1,2,4,3,3,5,2,3,3,3,3,5,2,4,3,3,5,6,4,2,0,26481
1515,4,3,5,1,5,2,3,5,4,5,2,5,4,5,2,6,3,5,4,3,5,5,1,7708
660,2,4,3,1,4,2,4,4,5,4,4,2,5,4,2,3,1,2,4,5,3,3,3,4687
1340,4,2,4,6,5,3,4,4,2,2,4,2,5,3,3,3,2,3,5,5,5,5,8,38698
212,2,4,5,5,3,5,1,2,4,1,4,2,1,4,2,5,4,3,5,3,6,1,10,12082
1101,3,1,3,5,3,3,1,2,5,4,2,5,2,3,4,4,1,3,5,2,5,3,14,103631
1725,1,4,6,3,3,3,3,3,3,4,3,1,2,4,1,3,2,2,4,4,4,3,6,40827
1354,2,2,3,4,3,4,5,1,2,4,4,3,4,4,4,5,3,2,5,3,5,2,10,75730
1583,5,5,5,1,3,2,4,2,2,5,4,1,5,3,3,4,1,3,3,4,4,5,7,6798
687,2,2,1,5,5,2,5,5,3,2,1,5,4,2,3,4,2,5,4,3,6,1,15,27058
112,4,2,5,3,5,4,4,2,4,4,5,4,4,4,4,5,4,1,5,5,5,4,1,2083
923,3,2,5,2,2,5,6,4,4,4,5,1,3,2,1,3,3,3,6,6,5,2,1,5511
1933,2,3,5,3,3,4,4,5,2,3,4,3,5,5,4,2,5,2,4,2,5,1,6,48191
779,1,2,2,4,3,4,2,5,5,4,3,3,6,3,4,5,3,3,5,3,5,5,8,25725
546,2,4,6,2,4,1,4,2,3,3,4,2,3,3,1,5,3,4,6,6,3,3,3,3490
1735,5,3,2,2,4,5,1,1,2,5,2,2,2,4,2,3,3,2,5,5,4,3,2,57258
616,4,4,4,5,5,2,6,1,3,5,5,4,1,3,4,6,2,3,4,3,5,3,7,17949
460,3,1,3,2,3,5,3,2,2,3,4,5,2,4,1,3,2,5,6,1,6,1,18,18745
1615,3,5,2,4,3,5,5,2,2,5,3,6,2,3,2,5,3,3,5,4,5,2,5,33488
60,3,5,3,1,3,2,4,3,2,3,1,4,5,4,4,2,3,3,5,4,3,4,3,237
1852,4,3,5,5,4,4,5,2,4,1,2,4,4,2,3,2,4,4,4,5,3,3,0,18545
1591,2,1,1,2,4,4,6,3,3,5,2,3,2,3,2,5,2,3,4,3,3,1,7,104504
815,3,3,4,3,2,5,2,3,2,5,3,2,2,5,3,6,2,4,5,4,6,4,9,35655
1533,4,5,3,3,4,4,4,4,2,3,2,3,4,3,1,4,2,5,4,1,3,2,2,38282
1748,4,3,3,2,3,5,4,3,5,4,2,5,2,3,3,5,5,1,3,3,5,2,0,50804
1898,3,2,3,5,4,4,5,1,4,3,5,5,3,5,2,5,4,4,3,5,4,4,2,30549
402,3,3,5,3,5,5,6,1,3,1,5,5,4,4,3,3,4,3,5,1,3,2,0,10489
713,4,3,4,5,5,2,6,2,4,3,5,1,6,2,4,2,2,3,6,4,6,3,5,7793
844,3,4,3,1,3,4,5,5,5,4,5,1,5,4,3,2,3,3,5,5,6,4,2,4052
1792,3,4,1,2,3,3,4,3,2,3,2,5,4,3,3,6,2,4,5,5,5,4,6,43479
807,2,1,4,1,5,2,2,4,1,3,2,5,2,4,5,4,4,3,3,3,3,1,11,36901
1476,3,3,1,3,5,2,2,3,5,5,2,2,5,2,1,5,2,5,4,4,4,5,0,13244
638,2,4,4,4,3,3,3,2,2,3,4,2,5,3,4,4,1,4,5,4,5,3,16,23949
1227,2,2,6,1,3,1,5,5,3,3,2,5,2,4,2,3,3,2,3,4,6,1,6,8671
1916,5,3,3,2,5,4,5,3,1,5,3,6,5,4,2,3,3,2,5,2,5,4,9,22840
541,2,5,3,3,3,1,3,3,5,4,2,4,5,4,4,6,2,1,4,2,4,3,4,15176
1154,4,1,6,5,4,3,4,4,3,2,3,3,2,3,3,4,2,1,5,3,4,4,3,61967
811,4,1,5,3,3,4,5,1,2,3,2,3,4,2,5,6,5,3,3,2,5,3,13,23699
1327,2,4,3,4,3,4,3,2,1,4,2,5,4,3,2,5,2,3,3,6,4,2,11,24727
1001,2,1,4,3,4,4,4,4,1,3,4,4,2,5,4,5,3,2,3,2,4,2,10,89457
1886,1,3,3,4,4,5,5,5,1,4,2,3,3,2,3,3,5,2,6,3,3,4,11,43255
1942,2,2,2,5,3,4,3,5,3,4,4,3,3,4,4,5,5,3,4,1,4,5,3,71841
1413,2,1,4,6,3,3,5,5,3,2,1,2,1,3,4,2,4,5,3,3,5,3,6,71420
1413,4,3,2,4,3,1,4,2,4,3,2,2,2,5,4,3,3,1,6,2,5,3,2,99120
567,2,4,3,1,4,5,5,4,1,2,2,5,2,4,3,4,2,4,5,6,4,5,10,11897
275,3,4,5,5,3,2,4,3,5,4,3,5,3,4,3,5,4,3,5,2,4,1,1,3591
263,3,3,4,2,3,3,5,2,5,4,4,4,4,2,2,3,3,3,3,1,3,2,0,1277
1172,3,4,3,4,2,2,5,2,2,4,2,2,3,3,4,2,2,2,4,4,5,3,6,17140
91,4,4,4,5,3,2,3,4,3,1,4,3,4,4,1,3,4,2,4,3,5,4,0,677
1330,3,2,3,1,2,1,2,1,2,4,3,3,3,5,2,5,1,4,5,3,5,4,17,42295
774,2,2,3,4,5,3,5,2,3,3,5,5,1,3,1,4,4,2,5,2,4,3,0,22826
816,4,4,5,3,4,3,3,2,4,3,3,5,1,2,4,2,1,3,4,5,5,1,7,14697
1873,4,5,6,4,3,5,6,3,5,4,4,3,3,4,3,5,2,2,4,5,3,4,0,19313
399,3,1,4,4,2,5,4,2,4,2,1,4,4,5,1,4,1,3,4,3,3,5,14,9184
1723,4,4,3,3,4,3,1,4,5,3,1,5,5,2,2,2,2,1,5,5,4,1,2,24930
1515,4,4,1,3,4,5,5,4,4,5,1,5,3,3,1,4,5,4,4,3,3,4,0,9447
1151,4,3,2,2,3,4,4,1,4,4,4,4,4,5,3,4,5,2,5,5,5,5,0,15311
1833,2,2,5,1,5,4,3,3,2,2,4,2,5,3,1,4,3,2,6,5,6,2,9,59098
255,5,3,3,1,4,3,3,4,1,5,4,5,2,4,2,4,3,4,4,4,4,5,4,958
1559,3,5,4,6,5,4,1,5,5,1,1,4,3,2,2,4,3,1,3,2,5,3,4,38241
1783,2,2,4,3,4,1,4,3,5,5,4,3,1,4,5,4,1,5,4,4,5,5,12,36129
756,1,4,1,5,3,3,1,4,5,2,1,4,1,3,1,6,4,4,5,6,5,4,5,17123
842,2,1,6,2,3,4,5,4,4,2,2,2,2,4,2,6,2,1,6,3,3,3,9,23385
100,5,4,5,2,5,4,3,4,4,3,3,3,5,5,2,3,3,1,6,4,4,5,0,697
605,3,1,1,5,2,2,2,3,3,2,5,4,4,3,1,3,4,2,6,3,3,2,2,9419
1373,5,3,3,4,4,2,2,4,2,1,4,4,2,4,3,4,3,3,5,3,4,2,0,59324
23,4,1,5,3,3,2,5,2,3,2,5,5,5,5,2,2,3,3,4,5,5,3,0,210
345,4,2,5,5,5,4,5,2,5,5,2,2,5,2,3,3,3,4,4,5,3,2,0,4440
1233,4,2,3,2,4,1,3,4,5,4,1,4,4,2,3,2,5,1,5,5,5,3,0,7693
504,2,3,3,5,3,2,5,4,4,5,4,2,4,4,1,4,5,4,3,5,6,4,2,3302
1162,3,3,6,4,2,2,2,2,1,3,4,5,5,5,2,5,3,1,4,4,3,2,8,28102
1814,5,5,4,3,5,5,5,4,3,4,2,3,5,5,5,5,1,3,5,2,5,2,12,85517
855,4,2,1,5,3,3,5,2,3,4,5,2,5,5,5,4,4,1,6,5,3,1,6,40341
1297,3,4,5,2,3,4,3,1,2,4,2,2,2,3,2,5,5,1,4,4,3,5,3,32452
1168,3,4,6,1,4,2,3,2,4,4,3,4,4,5,2,2,1,1,5,3,3,1,6,16505
185,2,5,2,3,4,2,6,1,2,5,3,4,1,3,3,5,3,3,4,1,5,3,5,4129
1554,4,4,5,5,5,2,3,2,3,3,4,2,4,3,2,4,4,4,3,4,5,3,0,26556
836,2,5,3,4,4,1,4,2,5,2,1,5,3,3,4,4,1,4,3,3,5,2,12,25779
1900,2,2,2,4,5,4,3,2,2,5,3,1,4,2,2,5,3,3,4,4,4,1,8,120696
889,4,2,4,4,3,4,1,2,5,2,1,3,4,4,2,4,4,4,4,2,3,3,0,24567
1011,1,3,3,3,4,5,6,2,3,4,5,2,1,4,5,6,1,2,5,3,4,2,25,117392
455,4,3,2,2,3,4,2,3,4,2,3,5,6,4,2,4,2,5,4,5,3,3,0,4222
193,2,5,6,5,4,4,4,3,3,5,2,4,3,3,3,2,4,4,4,4,6,5,3,1141
1869,1,2,4,3,4,5,5,3,4,3,2,5,5,3,2,4,3,1,4,3,4,1,4,46891
1492,4,2,4,3,3,5,1,5,4,4,1,4,5,3,2,3,3,3,5,2,5,2,0,36863
834,3,3,3,5,4,2,2,3,2,2,4,2,6,5,4,3,5,2,4,5,5,5,3,22004
1997,4,3,1,4,5,5,3,5,4,1,4,3,5,3,1,2,1,3,6,2,4,5,3,45539
1560,4,4,4,3,4,4,4,4,2,1,2,1,6,2,4,5,2,2,3,2,5,4,7,75554
1481,4,3,2,5,4,1,4,5,5,5,4,4,3,3,2,3,3,3,5,3,5,2,0,12522
1269,1,1,2,1,4,2,2,4,2,3,1,1,5,4,1,4,3,3,4,2,6,2,17,52899
1628,4,5,4,3,2,4,3,2,3,1,3,3,4,4,2,2,5,3,6,3,5,4,0,16995
459,2,4,6,2,3,5,4,2,2,4,4,5,2,5,2,3,3,2,6,6,5,5,7,5794
697,1,1,2,3,3,2,6,3,3,3,2,2,2,3,3,5,1,4,6,5,4,2,23,39522
725,2,1,6,6,4,2,4,3,3,2,3,3,1,4,5,5,4,4,4,1,4,2,12,58984
451,2,4,3,5,3,2,1,5,2,5,2,2,4,3,2,4,4,3,4,4,4,3,1,7015
192,1,4,1,3,2,1,2,4,4,2,3,2,4,3,3,3,4,3,3,4,6,1,10,2701
1925,3,2,2,3,3,2,4,2,5,1,4,4,1,2,3,3,3,3,6,6,4,4,0,47642
980,1,3,2,3,3,2,4,4,3,5,1,2,4,2,4,5,3,5,5,6,5,2,10,18085
806,3,3,5,5,5,2,4,3,5,2,4,6,3,3,2,3,4,3,6,6,5,3,0,11177
856,3,5,4,2,4,5,6,4,3,3,3,2,4,4,1,5,2,1,6,5,4,3,1,16484
1462,2,1,4,4,5,2,3,3,4,4,4,6,3,3,2,2,4,1,3,1,3,2,3,25508
913,4,4,4,6,4,2,2,4,3,4,3,2,4,2,4,3,2,5,5,6,5,1,11,16001
353,2,3,1,3,4,4,6,4,2,3,2,6,3,3,5,2,3,1,4,1,5,4,9,11117
1830,2,3,1,6,4,2,4,4,1,3,2,6,5,2,4,4,4,3,4,4,5,2,18,65574
446,2,4,6,4,4,2,2,3,5,5,3,3,5,3,3,5,1,2,5,4,3,2,5,7780
1943,2,3,2,4,3,2,3,5,3,1,5,5,4,4,4,3,2,3,5,2,3,1,5,45272
63,4,4,2,4,3,4,2,4,5,2,2,1,5,4,2,4,4,3,6,2,3,4,0,805
1690,1,4,2,3,4,2,6,3,3,2,5,3,3,3,3,2,1,2,5,2,3,5,8,37695
1628,5,2,3,3,4,5,3,4,4,1,5,5,6,5,3,4,2,1,4,4,5,2,2,40610
1202,2,1,3,2,4,4,1,3,1,1,1,6,3,2,2,4,2,4,5,1,3,3,17,85059
975,3,3,3,3,5,3,4,3,2,5,4,2,4,5,1,5,3,3,4,1,3,2,0,30654
1517,1,2,3,1,2,3,3,3,5,2,4,4,4,5,3,5,2,1,4,3,6,2,13,46174
748,1,2,2,4,4,3,4,3,2,5,2,5,6,4,1,3,4,5,5,4,4,3,5,11456
1242,3,3,2,2,4,2,1,3,2,2,2,2,5,2,4,4,3,4,4,1,6,1,9,69296
1287,2,2,6,5,3,2,5,4,4,2,3,5,1,3,4,3,4,4,6,4,5,2,5,29022
1124,1,4,5,1,3,4,6,5,3,4,4,4,2,4,3,5,3,2,5,1,4,1,7,23321
649,4,5,2,1,3,3,3,1,2,4,2,5,1,4,3,3,4,3,4,5,3,2,2,6171
1713,4,1,3,5,5,3,4,3,2,5,4,4,3,4,3,5,5,3,4,5,4,2,3,31973
1028,4,2,3,5,5,5,2,2,1,1,3,5,4,4,2,6,2,4,6,5,5,5,19,77497
303,1,5,4,2,4,3,6,3,4,5,5,5,5,3,3,4,3,4,5,2,4,2,5,2203
1045,4,2,2,5,4,5,5,3,1,2,3,6,6,4,2,4,1,4,6,4,6,3,26,68659
100,2,2,5,4,3,4,6,2,3,1,1,4,2,2,3,6,2,2,6,3,3,2,10,7248
1137,2,3,4,5,3,5,4,4,4,1,2,3,3,5,4,4,5,1,6,2,5,2,7,94863
1732,5,2,3,4,4,5,2,4,4,4,5,4,2,5,5,2,2,3,3,3,6,4,4,36263
581,4,2,3,3,3,5,5,4,1,3,4,6,4,4,4,3,4,2,5,3,3,5,7,8881
997,2,5,3,6,4,3,4,1,2,1,1,2,2,4,2,4,3,3,3,4,3,3,10,66935
1678,4,3,5,4,5,5,5,4,4,1,2,4,4,4,5,2,4,2,3,6,3,4,0,43615
437,4,2,4,5,3,4,3,2,3,4,5,6,2,4,1,4,4,3,4,3,6,3,1,7459
605,3,3,5,1,3,3,5,2,5,1,1,3,3,5,2,4,3,1,3,4,5,3,2,10077
1836,5,4,2,6,5,3,2,2,3,2,2,6,3,3,5,3,4,2,6,2,4,1,7,125791
38,3,4,3,5,4,3,2,5,2,2,2,2,4,3,5,3,2,5,5,5,4,3,10,873
1672,4,3,2,2,3,3,5,2,1,1,4,1,4,3,4,4,1,5,6,4,5,5,21,42676
915,1,5,4,5,5,2,3,1,1,3,4,4,1,4,4,5,4,4,5,5,4,2,22,45772
525,2,3,6,4,5,2,1,4,1,4,5,5,5,3,5,5,1,4,5,2,5,2,27,27206
1357,4,4,5,5,3,1,5,3,3,5,1,4,5,2,2,5,4,2,4,6,5,5,0,5669
494,5,2,4,4,4,2,6,4,4,4,4,6,3,5,4,6,1,3,6,1,4,2,12,18379
692,1,3,5,4,2,3,3,5,4,3,5,6,5,3,2,4,3,2,5,3,6,1,12,6778
